Unnamed: 0,번호,질문,의도 카테고리,분류 클래스
12218,12212,암보험을 가입할때 모든 암에 대해 가입해야 하나요? ,보험 가입,0
12219,12213,진단비 외에 보장내용이 있나요? ,보험 보장,7
12220,12214,암보험을 들고 암을 진단받으면 바로 진단금을 받을 수 있나요? ,보험금,3
12224,12218,건물화재보험을 1억으로 가입하면 1억 다 받을 수 있나요? ,보험 가입,0
12226,12220,제가 아닌 종업원이 음식을 나르다 손님과 부딪혀도 보상 가능한가요? ,보험 보장,7
12227,12221,그럼 나중에 만기환급금을 받을 수 있나요?,보험 환급,1
12228,12222,"어, 만기에 돌려받을 수 있다고 들었는데요. ",보험 만기,2
12229,12223,제가 고혈압으로 약을 먹는 중인데 건강보험 가입이 되나요?,보험 가입,0
12232,12226,급성심근경색과 뇌졸중에 대한 보장이 있다는데 맞나요? ,보험 보장,7
12233,12227,강아지를 키우는 중인데 펫보험을 가입하는게 좋나요? ,보험 가입,0
12234,12228,펫보험은 어떤걸 보장해주나요? ,보험 보장,7
12235,12229,검사비도 보장이 되나요?,보험 보장,7
12236,12230,몇살까지 보장이 되나요? ,보험 보장,7
12237,12231,그럼 치료도중 보험이 만료되면 보상도 중지되나요? ,보험 해지,4
12238,12232,치과 치료도 보장이 되나요?,보험 보장,7
12239,12233,펫보험 내용을 어디서 볼 수 있나요? ,보험 내용,10
12240,12234,유기묘를 입양했는데 펫보험 가입이 가능할까요? ,보험 가입,0
12242,12236,고양이복막염은 보장이 잘 안된다는데 맞나요? ,보험 보장,7
12243,12237,한번 가입하면 계속 보장을 볼 수 있나요? ,보험 가입,0
12244,12238,갱신기간은 어떻게 되나요? ,보험 기간,6
12245,12239,고양이에게는 비뇨기계 질환이 치명적이라는데 그것도 보장되나요? ,보험 보장,7
12247,12241,민식이법 때문에 운전자보험을 다시 가입하려는데요?,보험 가입,0
12248,12242,어떤 보장이 달라졌나요? ,보험 보장,7
12249,12243,자동차부상치료비는 저도 가입되어 있는데요 ,보험 가입,0
12250,12244,벌금을 보장해주는 내용도 있다고 들었는데 맞나요? ,보험금,3
12251,12245,예전보다 보장금액이 커졌네요? ,보험금,3
12252,12246,그럼 지금 보험은 해지하고 새로 가입해야 하나요? ,보험 가입,0
12254,12248,ㅇㅇ화재에 추가 가입시 금액이 궁금합니다. ,보험 가입,0
12256,12250,생활자금을 받을 수 있는 상품은 없나요?,보험금,3
12257,12251,종신토록 보장이 되나요? ,보험 보장,7
12258,12252,가입하고 바로 치매에 걸리면 어떻게 하나요? ,보험 가입,0
12259,12253,제가 지금 40살인데 지금 가입할 수 있나요?,보험 가입,0
12260,12254,암 병력이 있어도 가입 가능한가요? ,보험 가입,0
12261,12255,생활자금은 초기치매부터 받을 수 있나요?,보험금,3
12262,12256,아버지께서 뇌경색으로 돌아가셨습니다. ㅇㅇ보험을 가입하고 계셨는데 2대질환이 있는데 왜 청구가 안되나요? ,보험 가입,0
12266,12260,특약은 갱신되는거 아닌가요? ,보험 갱신,11
12268,12262,그럼 치료비를 보장받는 내용도 있나요? ,보험 보장,7
12277,12271,소상공인 지원사업에 4대보험 가입내역확인서를 제출하라고 하는데요.,보험 가입,0
12284,12278,국민연금은 무엇이지요?,보험금,3
12285,12279,국민연금은 누구나 가입할 수 있나요?,보험 가입,0
12288,12282,근로자가 있으면 모두 가입해야겠네요?,보험 가입,0
12294,12288,공인인증서가 있어야 하나요?,보험 내용,10
12299,12293,고용보험을 냈다는 서류는 언제 필요한가요?,보험 서류,14
12301,12295,제가 일하려고 하는 회사에서 저의 고용보험 이력을 조회할 수 있나요?,보험 문의,15
12302,12296,제 자동차 보험 지난 가입내역을 자세히 보려면 어떻게 해야 하나요?,보험 가입,0
12303,12297,네. 보험사에서 가입할 때 보면 몇년 무사고이고 이런식으로 이력을 모두 확인이 되잖아요?,보험 가입,0
12307,12301,제가 의무보험 미가입으로 과태료 통지서가 날아와서 그런데 이게 어떤 경우일까요?,보험 가입,0
12308,12302,책임보험을 분명 가입했다고 기억하고 있는데요?,보험 가입,0
12309,12303,그때 가입해있던 곳은 OO보험인데 연락처를 알려주실래요?,보험 가입,0
12311,12305,고용보험을 몇일동안 가입했었는지 확인하려면 어떻게 해야 하나요?,보험 가입,0
12313,12307,사이트 들어왔는데 공인인증서 프로그램을 설치하라고 하네요?,보험 내용,10
12314,12308,은행 공인인증서로 이용 가능하죠?,보험 내용,10
12315,12309,네. 공인인증서로 로그인하려니 선택창이 뜨는데 일반근로자 하면 되나요?,보험 내용,10
12317,12311,4대보험 가입내역서가 필요한데요.,보험 가입,0
12320,12314,네. 그럼 가입내역서는 어디서 떼죠?,보험 가입,0
12324,12318,휴면보험금 확인은 어떻게 하나요?,보험금,3
12330,12324,제 보험 상품약관은 어디서 확인하나요?,특별 약관,5
12332,12326,보험 해지 부탁 드려요,보험 해지,4
12338,12332,보험 해약해주세요,보험 해지,4
12339,12333,보험 해약하면 해약환급금은 얼마나오나요?,보험 환급,1
12340,12334,전화로 해약 하능한가요?,보험 해지,4
12341,12335,제 지급금은 얼마정도 되나요?,보험금,3
12344,12338,보험 해약하면 돈얼마나 받을수 있나요?,보험 해지,4
12345,12339,보험 해약해주세요,보험 해지,4
12352,12346,보험 해지하고 싶어요,보험 해지,4
12353,12347,보험 해약하면 넣은 만큼 나오나요?,보험 해지,4
12354,12348,전화로 해약 가능합니까?,보험 해지,4
12355,12349,제 지급금은 얼마인데요?,보험금,3
12357,12351,필요한 서류가 뭐죠?,보험 서류,14
12359,12353,실비보험 해지하려구요,보험 해지,4
12360,12354,보험 해지 해주실래요?,보험 해지,4
12362,12356,화재보험을 해지하려고요,보험 해지,4
12364,12358,00보험 해지 도와드릴까요?,보험 해지,4
12365,12359,어느 계좌에 환급받으시겠어요?,보험 환급,1
12367,12361,돈은 언제 환급되나요?,보험 환급,1
12368,12362,안녕하세요. 보험 해지하려고요,보험 해지,4
12370,12364,환급금은 언제 받을 수 있나요?,보험 환급,1
12371,12365,보험 해지 해주시겠어요?,보험 해지,4
12372,12366,"연금,자동차 말고 두개는 뭐죠?",보험금,3
12373,12367,아버지 명의로된 화재 보험해약하려고요,보험 해지,4
12379,12373,화재보험 해지환급금은 언제 나오나요?,보험 환급,1
12380,12374,가입된 보험을 해지하고 싶습니다,보험 가입,0
12384,12378,필요한서류는 콜센터에서 다 알려주시는겁니까?,보험 서류,14
12385,12379,보험 해약 하기위해 전화드렸습니다,보험 해지,4
12386,12380,오토바이는 언제 가입했죠?,보험 가입,0
12388,12382,언제쯤 입금 됩니까?,보험금,3
12389,12383,안녕하세요. 보험 해지 때문에 전화했습니다,보험 해지,4
12392,12386,환급금은 언제 받을 수 있습니까?,보험 환급,1
12393,12387,제가 가입한 보험이 어떤것들이 있나요?,보험 가입,0
12394,12388,수고하십니다. 보험해지를 하고 싶습니다.,보험 해지,4
12398,12392,수고하십니다. 보험 해지를 하고 싶어서요.,보험 해지,4
12403,12397,수고하십니다. 보험을 해지하고 싶은데 방문해서 하려 합니다.,보험 해지,4
12406,12400,환급금을 받을 통장은 가지고 가지 않아도 되나요?,보험 환급,1
12407,12401,해지시 금액 제한이 있을수 있다고 하던데 방문해지시에는 정해진 금액은 없나요?,보험금,3
12409,12403,보험해지 방법 문의하고 싶은데요.,보험 해지,4
12413,12407,통신수단해지거부가 된것같은데 전화로 되나요?,보험 해지,4
12414,12408,해지된 금액은 어떻게 받을 수 있나요?,보험금,3
12416,12410,지점방문할때 서류가 필요한가요?,보험 서류,14
12417,12411,"여보세요, 실비보험 해약문의하고 싶은데요.",보험 해지,4
12418,12412,그럼 제가 따로 가입할 수는 있나요?,보험 가입,0
12421,12415,그럼 따로 가입할 수 있는 건가요?,보험 가입,0
12425,12419,종신 보험의 해지에 대해 질문을 주신건가요? ,보험 해지,4
12428,12422,제가 피보험자이고 돈도 제가 내고 있는데 제가 해지를 왜 못하나요?,보험 해지,4
12429,12423,그럼 제가 해지할 방법은 없나요? ,보험 해지,4
12430,12424,그럼 엄마에게 부탁해서 같이 해지해야겠네요?,보험 해지,4
12431,12425,보험 해지 부탁 드려요,보험 해지,4
12437,12431,보험 해약하려는데 절차 알려주세요?,보험 해지,4
12438,12432,해약환급금은 얼마 나오나요?,보험 환급,1
12439,12433,전화로 해약 가능한가요?,보험 해지,4
12440,12434,제 지급금은 얼마정도 되나요?,보험금,3
12441,12435,해약 진행해주세요,보험 해지,4
12443,12437,보험 해지 관련 질문 드립니다. ,보험 해지,4
12444,12438,해외에서도 해지 할 수 있나요?,보험 해지,4
12446,12440,서류는 따로 필요해요?,보험 서류,14
12448,12442,환급금은 그럼 어떻게 받아요?,보험 환급,1
12453,12447,상해보험 해지하려고 합니다. ,보험 해지,4
12454,12448,"네, 환급금은 언제들어와요?",보험 환급,1
12455,12449,안녕하세요. 저 보험해지 좀 하고싶습니다.,보험 해지,4
12456,12450,안녕하세요. 저 보험해지 좀 하려구요. ,보험 해지,4
12460,12454,OO상품을 취급하는 보험사가 맞나요?,보험 내용,10
12461,12455,OO상품을 만드는 OO보험입니까?,보험 내용,10
12462,12456,OO상품을 만드는 OO보험가 맞습니까?,보험 내용,10
12463,12457,OO상품을 만드는 OO보험맞습니까?,보험 내용,10
12464,12458,OO상품을 취급하는 보험사인가요?,보험 내용,10
12468,12462,OO상품의 OO보험사맞습니까?,보험 내용,10
12469,12463,OO상품의 OO보험사가 맞나요?,보험 내용,10
12471,12465,OO상품을 만드는 OO보험가 맞나요?,보험 내용,10
12473,12467,OO상품을 만드는 OO보험입니까?,보험 내용,10
12477,12471,OO상품의 OO보험사인가요?,보험 내용,10
12479,12473,OO상품을 취급하는 보험사가 맞습니까?,보험 내용,10
12481,12475,OO상품을 취급하는 보험사에 전화한 것 맞나요?,보험 내용,10
12482,12476,OO상품을 만드는 OO보험가 맞습니까?,보험 내용,10
12483,12477,OO상품의 OO보험사에 전화한 것 맞습니까?,보험 내용,10
12486,12480,OO상품을 취급하는 보험사에 전화한 것 맞나요?,보험 내용,10
12487,12481,OO상품의 OO보험사가 맞나요?,보험 내용,10
12488,12482,OO상품을 만드는 OO보험에 전화한 것 맞습니까?,보험 내용,10
12490,12484,OO보험 OO보험을 해지하고 싶습니다.,보험 해지,4
12491,12485,환급금은 얼마인가요?,보험 환급,1
12492,12486,실제 보험납부금은 얼아인가요?,보험금,3
12498,12492,해지된 금액은 어떻게 받을 수 있나요?,보험금,3
12503,12497,보험 해약하면 이때 까지내 돈은 어떻게되나요?,보험 해지,4
12508,12502,서류를 가지고 어디로 가면 되나요?,보험 서류,14
12511,12505,보험 해약 할게요,보험 해지,4
12518,12512,해지된 금액은 어떻게 받을 수 있나요?,보험금,3
12523,12517,보험 해약하면 이때 까지내 돈은 어떻게되나요?,보험 해지,4
12528,12522,서류를 가지고 어디로 가면 되나요?,보험 서류,14
12531,12525,보험 해약 할게요,보험 해지,4
12534,12528,사망시 금액이 얼만데요?,보험금,3
12535,12529,"네, 해지 위약금이 있나요?",보험금,3
12536,12530,"오, 생각보다 금액 좋은데요. 그다음은요?",보험금,3
12537,12531,보험 해지하려구요,보험 해지,4
12538,12532,고객님 20년간 납입하셨는데 이유가 있으신가요?,보험 납부,16
12542,12536,보험금액이나 제가 받는 연금에는 차감이 없죠?,보험금,3
12543,12537,보험료가 연체 되었다고 해서요 납부하려고요,보험 연체,9
12544,12538,납부안하면 혜택을 못받나요?,보험 납부,16
12550,12544,승강기 보험이 만료 다되갑니다  갱신하시겠어요?,보험 갱신,11
12552,12546,갱신 하면 얼마인가요?,보험 갱신,11
12553,12547,그럼 갱신은요?,보험 갱신,11
12558,12552,승강기보험 갱신할라고요,보험 갱신,11
12559,12553,계약이 언제까지 입니까?,보험 계약,13
12560,12554,자동차 보험 갱신 해주세요,보험 갱신,11
12561,12555,운전자 보험이 만료되었습니다 갱신하시겠습니까?,보험 갱신,11
12563,12557,갱신 하면 얼마가 되나요?,보험 갱신,11
12564,12558,갱신은 어떻게하죠?,보험 갱신,11
12569,12563,오토바이 보험 갱신 해주세요,보험 갱신,11
12570,12564,보험 만기 다되간다고해서 갱신하려고요,보험 만기,2
12577,12571,보험부활 가능기간은 언제까지 입니까?,보험 기간,6
12580,12574,그럼 실효해지는 조건이 있습니까?,보험 해지,4
12581,12575,해지 경우는 어떤 겁니까?,보험 해지,4
12584,12578,보험 갱신 하려고 전화 했습니다,보험 갱신,11
12587,12581,화재보험이 만기가 되어서 갱신해주십시오,보험 만기,2
12589,12583,수고하십니다.승강기 보험을 갱신하고 싶어서요.,보험 갱신,11
12590,12584,오늘 갱신처리 하고 싶은데 어떻게 하면 되죠?,보험 갱신,11
12591,12585,금액이 얼마쯤 되죠?,보험금,3
12592,12586,운전자 보험 가입 문의하고 싶은데요.,보험 가입,0
12593,12587,운전자 보험이랑 벙원비 보험이랑 같이 가입이 가능한가요?,보험 가입,0
